geoid,name,year,est_total_population,population_density,percentage_race_white,percentage_race_black_african_american,percentage_race_american_indian_alaska_native,percentage_race_asian,percentage_race_native_hawaiian_pacific_islander,percentage_race_other_race,percentage_race_two_plus_races,percentage_race_two_plus_races_includes_other_race,percentage_race_two_plus_races_excludes_other_race,registered_voters_total,partisan_lean_left,partisan_lean_right,polling_locations_total,registered_voters_per_polling_location,polling_locations_removed_since_last_general,polling_locations_added_since_last_general,est_total_housing_units,est_total_occupied_housing_units,est_total_vacant_housing_units,est_occupied_housing_units_with_vehicle_available,est_occupied_housing_units_no_vehicle_available
0500000US31117,"McPherson County, Nebraska",2020,420,,0.988,0,0,0,0,0.012,0,0,0,,,,,,0,,,,,,
0500000US31119,"Madison County, Nebraska",2020,35023,,0.894,0.012,0.016,0.018,0,0.031,0.029,0.016,0.013,,,,,,0,,,,,,
0500000US31121,"Merrick County, Nebraska",2020,7826,,0.944,0.008,0.003,0.012,0,0.014,0.018,0.006,0.013,,,,,,0,,,,,,
0500000US31123,"Morrill County, Nebraska",2020,4711,,0.92,0.003,0.003,0.008,0,0.004,0.062,0.044,0.018,,,,,,0,,,,,,
0500000US31125,"Nance County, Nebraska",2020,3525,,0.973,0.003,0.005,0,0,0.002,0.016,0.011,0.006,,,,,,0,,,,,,
0500000US31127,"Nemaha County, Nebraska",2020,6978,,0.932,0.015,0.004,0.007,0,0.004,0.038,0.027,0.011,,,,,,0,,,,,,
0500000US31129,"Nuckolls County, Nebraska",2020,4204,,0.969,0.003,0.007,0.011,0.002,0.001,0.007,0,0.007,,,,,,0,,,,,,
0500000US31131,"Otoe County, Nebraska",2020,15965,,0.932,0.007,0.001,0.002,0,0.025,0.033,0.011,0.022,,,,,,0,,,,,,
0500000US31133,"Pawnee County, Nebraska",2020,2640,,0.965,0.002,0,0,0,0,0.033,0,0.033,,,,,,0,,,,,,
0500000US31135,"Perkins County, Nebraska",2020,2889,,0.98,0.002,0.001,0,0,0.007,0.011,0.001,0.009,,,,,,0,,,,,,
0500000US31137,"Phelps County, Nebraska",2020,9050,,0.946,0.001,0.01,0.002,0.001,0.007,0.033,0.026,0.007,,,,,,0,,,,,,
0500000US31139,"Pierce County, Nebraska",2020,7132,,0.966,0.001,0.002,0.003,0,0.002,0.027,0,0.027,,,,,,0,,,,,,
0500000US31141,"Platte County, Nebraska",2020,33250,,0.907,0.006,0.002,0.008,0,0.039,0.038,0.027,0.011,,,,,,0,,,,,,
0500000US31143,"Polk County, Nebraska",2020,5208,,0.954,0.002,0.002,0,0,0.02,0.023,0.008,0.015,,,,,,0,,,,,,
0500000US31145,"Red Willow County, Nebraska",2020,10725,,0.939,0.006,0.004,0.002,0,0.014,0.034,0.001,0.033,,,,,,0,,,,,,
0500000US31147,"Richardson County, Nebraska",2020,7913,,0.93,0.01,0.022,0.001,0,0,0.036,0,0.035,,,,,,0,,,,,,
0500000US31149,"Rock County, Nebraska",2020,1430,,0.966,0.017,0.009,0,0,0.001,0.006,0.006,0,,,,,,0,,,,,,
0500000US31151,"Saline County, Nebraska",2020,14221,,0.869,0.014,0.003,0.032,0,0.045,0.037,0.018,0.019,,,,,,0,,,,,,
0500000US31153,"Sarpy County, Nebraska",2020,183956,,0.858,0.04,0.005,0.026,0.001,0.025,0.046,0.011,0.035,,,,,,0,,,,,,
0500000US31155,"Saunders County, Nebraska",2020,21356,,0.968,0.006,0.002,0.003,0,0.003,0.018,0.003,0.014,,,,,,0,,,,,,
0500000US31157,"Scotts Bluff County, Nebraska",2020,35884,,0.883,0.006,0.019,0.007,0.001,0.029,0.055,0.037,0.018,,,,,,0,,,,,,
0500000US31159,"Seward County, Nebraska",2020,17217,,0.961,0.007,0.001,0.004,0,0.005,0.022,0.005,0.017,,,,,,0,,,,,,
0500000US31161,"Sheridan County, Nebraska",2020,5215,,0.823,0.023,0.095,0.012,0,0.003,0.043,0.006,0.037,,,,,,0,,,,,,
0500000US31163,"Sherman County, Nebraska",2020,3015,,0.97,0.002,0,0.007,0,0.011,0.01,0.003,0.007,,,,,,0,,,,,,
0500000US31165,"Sioux County, Nebraska",2020,1298,,0.918,0.029,0.005,0,0,0.041,0.007,0,0.007,,,,,,0,,,,,,
0500000US31167,"Stanton County, Nebraska",2020,5946,,0.958,0.02,0,0.002,0,0.008,0.011,0.006,0.005,,,,,,0,,,,,,
0500000US31169,"Thayer County, Nebraska",2020,5000,,0.956,0.005,0.002,0,0,0.006,0.03,0.012,0.018,,,,,,0,,,,,,
0500000US31171,"Thomas County, Nebraska",2020,586,,0.988,0,0.003,0,0,0,0.009,0,0.009,,,,,,0,,,,,,
0500000US31173,"Thurston County, Nebraska",2020,7218,,0.372,0.002,0.58,0.007,0,0.009,0.03,0.007,0.023,,,,,,0,,,,,,
0500000US31175,"Valley County, Nebraska",2020,4100,,0.981,0.004,0.004,0,0,0.002,0.009,0,0.009,,,,,,0,,,,,,
0500000US31177,"Washington County, Nebraska",2020,20546,,0.963,0.006,0,0.003,0.002,0.006,0.02,0.003,0.017,,,,,,0,,,,,,
0500000US31179,"Wayne County, Nebraska",2020,9388,,0.951,0.012,0.001,0.007,0,0.006,0.023,0.003,0.02,,,,,,0,,,,,,
0500000US31181,"Webster County, Nebraska",2020,3497,,0.958,0.002,0.008,0,0.009,0.002,0.021,0,0.021,,,,,,0,,,,,,
0500000US31183,"Wheeler County, Nebraska",2020,689,,0.99,0,0,0.001,0,0.006,0.003,0,0.003,,,,,,0,,,,,,
0500000US31185,"York County, Nebraska",2020,13671,,0.93,0.015,0.006,0.002,0,0.018,0.029,0.006,0.022,,,,,,0,,,,,,
0500000US32001,"Churchill County, Nevada",2020,24606,,0.786,0.026,0.049,0.028,0.001,0.048,0.061,0.03,0.031,,,,,,0,,,,,,
0500000US32003,"Clark County, Nevada",2020,2228866,,0.566,0.119,0.009,0.099,0.008,0.119,0.081,0.034,0.046,,,,,,0,,,,,,
0500000US32005,"Douglas County, Nevada",2020,48486,,0.867,0.007,0.017,0.019,0.002,0.042,0.045,0.017,0.028,,,,,,0,,,,,,
0500000US32007,"Elko County, Nevada",2020,52537,,0.8,0.013,0.056,0.012,0.001,0.061,0.056,0.044,0.013,,,,,,0,,,,,,
0500000US32009,"Esmeralda County, Nevada",2020,1030,,0.97,0.015,0.015,0,0,0,0.001,0,0.001,,,,,,0,,,,,,
0500000US32011,"Eureka County, Nevada",2020,1839,,0.947,0.001,0.037,0.006,0,0.009,0,0,0,,,,,,0,,,,,,
0500000US32013,"Humboldt County, Nevada",2020,16834,,0.828,0.01,0.048,0.009,0.001,0.07,0.034,0.017,0.017,,,,,,0,,,,,,
0500000US32015,"Lander County, Nevada",2020,5565,,0.916,0.016,0.049,0.001,0,0.006,0.012,0.001,0.011,,,,,,0,,,,,,
0500000US32017,"Lincoln County, Nevada",2020,5177,,0.842,0.044,0.011,0.009,0,0.044,0.049,0.046,0.003,,,,,,0,,,,,,
0500000US32019,"Lyon County, Nevada",2020,55667,,0.829,0.009,0.027,0.013,0.002,0.057,0.063,0.025,0.038,,,,,,0,,,,,,
0500000US32021,"Mineral County, Nevada",2020,4487,,0.703,0.029,0.204,0.014,0,0.023,0.026,0.005,0.022,,,,,,0,,,,,,
0500000US32023,"Nye County, Nevada",2020,45514,,0.808,0.021,0.016,0.017,0.004,0.075,0.058,0.021,0.037,,,,,,0,,,,,,
0500000US32027,"Pershing County, Nevada",2020,6591,,0.748,0.034,0.039,0.02,0.001,0.099,0.059,0.014,0.045,,,,,,0,,,,,,
0500000US32029,"Storey County, Nevada",2020,4086,,0.837,0.027,0.004,0.008,0,0.003,0.12,0.002,0.118,,,,,,0,,,,,,
0500000US32031,"Washoe County, Nevada",2020,464182,,0.741,0.024,0.016,0.056,0.007,0.09,0.067,0.029,0.037,,,,,,0,,,,,,
0500000US32033,"White Pine County, Nevada",2020,9570,,0.842,0.065,0.039,0.011,0,0.015,0.028,0.007,0.021,,,,,,0,,,,,,
0500000US32510,"Carson City, Nevada",2020,55244,,0.792,0.019,0.024,0.028,0.001,0.085,0.051,0.026,0.024,,,,,,0,,,,,,
0500000US33001,"Belknap County, New Hampshire",2020,61174,,0.958,0.006,0.003,0.01,0,0.003,0.019,0.005,0.013,,,,,,0,,,,,,
0500000US33003,"Carroll County, New Hampshire",2020,48461,,0.966,0.005,0.003,0.007,0,0.002,0.017,0.004,0.013,,,,,,0,,,,,,
0500000US33005,"Cheshire County, New Hampshire",2020,76040,,0.948,0.009,0.002,0.009,0,0.005,0.026,0.005,0.021,,,,,,0,,,,,,
0500000US33007,"Coos County, New Hampshire",2020,31486,,0.953,0.021,0.001,0.005,0.001,0.002,0.015,0.004,0.011,,,,,,0,,,,,,
0500000US33009,"Grafton County, New Hampshire",2020,90331,,0.914,0.013,0.003,0.035,0.001,0.004,0.03,0.009,0.022,,,,,,0,,,,,,
0500000US33011,"Hillsborough County, New Hampshire",2020,415305,,0.879,0.027,0.001,0.042,0,0.011,0.04,0.013,0.027,,,,,,0,,,,,,
0500000US33013,"Merrimack County, New Hampshire",2020,150902,,0.934,0.015,0.003,0.021,0,0.003,0.024,0.006,0.018,,,,,,0,,,,,,
0500000US33015,"Rockingham County, New Hampshire",2020,308211,,0.94,0.009,0.001,0.02,0,0.006,0.024,0.007,0.017,,,,,,0,,,,,,
0500000US33017,"Strafford County, New Hampshire",2020,130161,,0.916,0.01,0.001,0.035,0.001,0.004,0.033,0.009,0.024,,,,,,0,,,,,,
0500000US33019,"Sullivan County, New Hampshire",2020,43173,,0.96,0.006,0.003,0.008,0,0.004,0.02,0.001,0.02,,,,,,0,,,,,,
0500000US34001,"Atlantic County, New Jersey",2020,264650,,0.633,0.142,0.005,0.079,0,0.082,0.059,0.026,0.033,,,,,,0,,,,,,
0500000US34003,"Bergen County, New Jersey",2020,931275,,0.69,0.058,0.002,0.165,0,0.032,0.052,0.027,0.025,,,,,,0,,,,,,
0500000US34005,"Burlington County, New Jersey",2020,446301,,0.708,0.169,0.001,0.052,0.001,0.022,0.048,0.011,0.036,,,,,,0,,,,,,
0500000US34007,"Camden County, New Jersey",2020,506721,,0.623,0.193,0.002,0.058,0,0.077,0.046,0.018,0.028,,,,,,0,,,,,,
0500000US34009,"Cape May County, New Jersey",2020,92701,,0.903,0.04,0,0.006,0,0.02,0.031,0.004,0.026,,,,,,0,,,,,,
0500000US34011,"Cumberland County, New Jersey",2020,150085,,0.639,0.199,0.009,0.014,0,0.074,0.064,0.036,0.028,,,,,,0,,,,,,
0500000US34013,"Essex County, New Jersey",2020,798698,,0.411,0.393,0.003,0.055,0,0.084,0.054,0.029,0.024,,,,,,0,,,,,,
0500000US34015,"Gloucester County, New Jersey",2020,291745,,0.809,0.105,0.001,0.031,0,0.021,0.034,0.01,0.023,,,,,,0,,,,,,
0500000US34017,"Hudson County, New Jersey",2020,671923,,0.504,0.121,0.005,0.157,0.001,0.133,0.079,0.05,0.029,,,,,,0,,,,,,
0500000US34019,"Hunterdon County, New Jersey",2020,125063,,0.891,0.027,0.001,0.042,0,0.011,0.028,0.014,0.013,,,,,,0,,,,,,
0500000US34021,"Mercer County, New Jersey",2020,368085,,0.597,0.205,0.003,0.115,0.001,0.04,0.04,0.019,0.02,,,,,,0,,,,,,
0500000US34023,"Middlesex County, New Jersey",2020,825015,,0.549,0.103,0.003,0.245,0,0.053,0.046,0.024,0.023,,,,,,0,,,,,,
0500000US34025,"Monmouth County, New Jersey",2020,620821,,0.815,0.069,0.002,0.054,0,0.026,0.034,0.015,0.019,,,,,,0,,,,,,
0500000US34027,"Morris County, New Jersey",2020,492715,,0.795,0.034,0.001,0.105,0,0.026,0.039,0.016,0.022,,,,,,0,,,,,,
0500000US34029,"Ocean County, New Jersey",2020,602018,,0.896,0.031,0.001,0.019,0,0.026,0.028,0.012,0.016,,,,,,0,,,,,,
0500000US34031,"Passaic County, New Jersey",2020,502763,,0.606,0.111,0.003,0.054,0,0.156,0.07,0.053,0.017,,,,,,0,,,,,,
0500000US34033,"Salem County, New Jersey",2020,62754,,0.794,0.138,0.004,0.009,0,0.023,0.031,0.006,0.025,,,,,,0,,,,,,
0500000US34035,"Somerset County, New Jersey",2020,330151,,0.639,0.099,0.003,0.183,0,0.04,0.037,0.018,0.019,,,,,,0,,,,,,
0500000US34037,"Sussex County, New Jersey",2020,140996,,0.914,0.022,0,0.02,0,0.012,0.032,0.013,0.019,,,,,,0,,,,,,
0500000US34039,"Union County, New Jersey",2020,555208,,0.52,0.213,0.003,0.053,0,0.157,0.054,0.032,0.022,,,,,,0,,,,,,
0500000US34041,"Warren County, New Jersey",2020,105730,,0.865,0.047,0.001,0.027,0,0.019,0.04,0.018,0.022,,,,,,0,,,,,,
0500000US35001,"Bernalillo County, New Mexico",2020,679037,,0.702,0.028,0.047,0.027,0.001,0.103,0.093,0.06,0.033,,,,,,0,,,,,,
0500000US35003,"Catron County, New Mexico",2020,3547,,0.941,0.004,0,0,0,0.017,0.037,0.037,0,,,,,,0,,,,,,
0500000US35005,"Chaves County, New Mexico",2020,64912,,0.806,0.016,0.016,0.01,0,0.076,0.076,0.064,0.013,,,,,,0,,,,,,
0500000US35006,"Cibola County, New Mexico",2020,26763,,0.461,0.015,0.412,0.002,0,0.041,0.068,0.044,0.024,,,,,,0,,,,,,
0500000US35007,"Colfax County, New Mexico",2020,12106,,0.832,0.007,0.026,0.003,0,0.08,0.052,0.027,0.025,,,,,,0,,,,,,
0500000US35009,"Curry County, New Mexico",2020,49502,,0.65,0.054,0.009,0.014,0.002,0.187,0.084,0.046,0.038,,,,,,0,,,,,,
0500000US35011,"De Baca County, New Mexico",2020,1995,,0.45,0.043,0.002,0,0,0.333,0.173,0.152,0.021,,,,,,0,,,,,,
0500000US35013,"Doña Ana County, New Mexico",2020,217696,,0.785,0.018,0.01,0.011,0.001,0.09,0.085,0.067,0.018,,,,,,0,,,,,,
0500000US35015,"Eddy County, New Mexico",2020,57865,,0.838,0.015,0.017,0.007,0,0.055,0.068,0.055,0.013,,,,,,0,,,,,,
0500000US35017,"Grant County, New Mexico",2020,27391,,0.853,0.005,0.024,0.007,0,0.032,0.079,0.067,0.012,,,,,,0,,,,,,
0500000US35019,"Guadalupe County, New Mexico",2020,4336,,0.69,0.018,0.077,0.002,0,0.12,0.093,0.074,0.018,,,,,,0,,,,,,
0500000US35021,"Harding County, New Mexico",2020,432,,0.681,0,0,0,0.037,0.259,0.023,0.009,0.014,,,,,,0,,,,,,
0500000US35023,"Hidalgo County, New Mexico",2020,4234,,0.86,0.009,0.014,0,0,0.032,0.086,0.071,0.015,,,,,,0,,,,,,
0500000US35025,"Lea County, New Mexico",2020,70359,,0.808,0.037,0.01,0.006,0,0.051,0.089,0.077,0.012,,,,,,0,,,,,,
0500000US35027,"Lincoln County, New Mexico",2020,19640,,0.881,0.019,0.012,0.001,0,0.015,0.072,0.05,0.021,,,,,,0,,,,,,
0500000US35028,"Los Alamos County, New Mexico",2020,18976,,0.841,0.008,0.009,0.049,0,0.021,0.071,0.029,0.042,,,,,,0,,,,,,
0500000US35029,"Luna County, New Mexico",2020,24022,,0.842,0.015,0.009,0.01,0,0.033,0.092,0.083,0.009,,,,,,0,,,,,,
0500000US35031,"McKinley County, New Mexico",2020,71956,,0.131,0.005,0.757,0.011,0.002,0.046,0.049,0.014,0.034,,,,,,0,,,,,,
0500000US35033,"Mora County, New Mexico",2020,4500,,0.557,0,0.005,0,0,0.328,0.108,0.107,0.002,,,,,,0,,,,,,
0500000US35035,"Otero County, New Mexico",2020,66804,,0.75,0.035,0.069,0.013,0.002,0.052,0.081,0.041,0.04,,,,,,0,,,,,,
0500000US35037,"Quay County, New Mexico",2020,8265,,0.802,0.006,0.023,0.01,0.007,0.098,0.054,0.034,0.02,,,,,,0,,,,,,
0500000US35039,"Rio Arriba County, New Mexico",2020,38962,,0.49,0.006,0.159,0.006,0,0.263,0.077,0.068,0.008,,,,,,0,,,,,,
0500000US35041,"Roosevelt County, New Mexico",2020,18723,,0.731,0.025,0.008,0.004,0.001,0.16,0.07,0.042,0.028,,,,,,0,,,,,,
0500000US35043,"Sandoval County, New Mexico",2020,144954,,0.691,0.024,0.123,0.015,0.002,0.062,0.083,0.054,0.03,,,,,,0,,,,,,
0500000US35045,"San Juan County, New Mexico",2020,125608,,0.493,0.008,0.388,0.008,0.001,0.048,0.054,0.021,0.033,,,,,,0,,,,,,
0500000US35047,"San Miguel County, New Mexico",2020,27546,,0.585,0.015,0.016,0.013,0.002,0.296,0.074,0.051,0.022,,,,,,0,,,,,,
0500000US35049,"Santa Fe County, New Mexico",2020,150319,,0.79,0.011,0.033,0.013,0.002,0.08,0.072,0.052,0.019,,,,,,0,,,,,,
0500000US35051,"Sierra County, New Mexico",2020,10988,,0.862,0.004,0.036,0.008,0,0.028,0.063,0.038,0.025,,,,,,0,,,,,,
0500000US35053,"Socorro County, New Mexico",2020,16723,,0.735,0.007,0.123,0.021,0,0.027,0.086,0.057,0.029,,,,,,0,,,,,,
0500000US35055,"Taos County, New Mexico",2020,32759,,0.782,0.003,0.059,0.009,0,0.058,0.09,0.074,0.015,,,,,,0,,,,,,
0500000US35057,"Torrance County, New Mexico",2020,15477,,0.817,0.017,0.013,0.012,0,0.093,0.048,0.028,0.021,,,,,,0,,,,,,
0500000US35059,"Union County, New Mexico",2020,4106,,0.827,0.015,0.024,0,0,0.057,0.076,0.047,0.03,,,,,,0,,,,,,
0500000US35061,"Valencia County, New Mexico",2020,76518,,0.762,0.014,0.041,0.01,0,0.089,0.084,0.057,0.027,,,,,,0,,,,,,
0500000US36001,"Albany County, New York",2020,306165,,0.742,0.123,0.001,0.068,0,0.016,0.05,0.01,0.04,,,,,,0,,,,,,
0500000US36003,"Allegany County, New York",2020,46304,,0.954,0.016,0.002,0.01,0.001,0.003,0.013,0.002,0.011,,,,,,0,,,,,,
0500000US36005,"Bronx County, New York",2020,1427056,,0.215,0.348,0.007,0.039,0.001,0.322,0.068,0.042,0.026,,,,,,0,,,,,,
0500000US36007,"Broome County, New York",2020,192042,,0.846,0.053,0.002,0.044,0.001,0.013,0.04,0.008,0.032,,,,,,0,,,,,,
0500000US36009,"Cattaraugus County, New York",2020,76750,,0.915,0.015,0.032,0.007,0,0.006,0.025,0.005,0.02,,,,,,0,,,,,,
0500000US36011,"Cayuga County, New York",2020,76958,,0.91,0.039,0.001,0.006,0.001,0.008,0.035,0.01,0.024,,,,,,0,,,,,,
0500000US36013,"Chautauqua County, New York",2020,127584,,0.91,0.027,0.003,0.005,0,0.025,0.03,0.01,0.02,,,,,,0,,,,,,
0500000US36015,"Chemung County, New York",2020,84115,,0.874,0.059,0.004,0.015,0,0.006,0.042,0.006,0.036,,,,,,0,,,,,,
0500000US36017,"Chenango County, New York",2020,47527,,0.957,0.008,0.002,0.004,0,0.006,0.022,0.004,0.019,,,,,,0,,,,,,
0500000US36019,"Clinton County, New York",2020,80320,,0.904,0.042,0.002,0.012,0,0.017,0.022,0.004,0.018,,,,,,0,,,,,,
0500000US36021,"Columbia County, New York",2020,60016,,0.882,0.042,0.001,0.018,0,0.02,0.037,0.008,0.029,,,,,,0,,,,,,
0500000US36023,"Cortland County, New York",2020,47618,,0.939,0.021,0.001,0.01,0,0.007,0.022,0.004,0.018,,,,,,0,,,,,,
0500000US36025,"Delaware County, New York",2020,44676,,0.937,0.018,0.001,0.008,0,0.01,0.025,0.007,0.018,,,,,,0,,,,,,
0500000US36027,"Dutchess County, New York",2020,293524,,0.768,0.107,0.003,0.034,0,0.036,0.05,0.017,0.033,,,,,,0,,,,,,
0500000US36029,"Erie County, New York",2020,918873,,0.771,0.131,0.005,0.038,0,0.022,0.033,0.009,0.025,,,,,,0,,,,,,
0500000US36031,"Essex County, New York",2020,37281,,0.93,0.032,0.002,0.003,0.001,0.014,0.019,0.004,0.015,,,,,,0,,,,,,
0500000US36033,"Franklin County, New York",2020,50389,,0.823,0.056,0.062,0.011,0.001,0.023,0.024,0.005,0.018,,,,,,0,,,,,,
0500000US36035,"Fulton County, New York",2020,53452,,0.93,0.019,0.004,0.007,0.001,0.007,0.033,0.017,0.016,,,,,,0,,,,,,
0500000US36037,"Genesee County, New York",2020,57554,,0.915,0.023,0.007,0.008,0,0.015,0.033,0.005,0.028,,,,,,0,,,,,,
0500000US36039,"Greene County, New York",2020,47335,,0.885,0.058,0.007,0.01,0,0.013,0.027,0.011,0.016,,,,,,0,,,,,,
0500000US36041,"Hamilton County, New York",2020,4454,,0.949,0.005,0.004,0,0,0.002,0.039,0.013,0.026,,,,,,0,,,,,,
0500000US36043,"Herkimer County, New York",2020,61738,,0.948,0.014,0.001,0.005,0.001,0.006,0.025,0.006,0.019,,,,,,0,,,,,,
0500000US36045,"Jefferson County, New York",2020,111454,,0.855,0.059,0.004,0.017,0.002,0.014,0.048,0.01,0.038,,,,,,0,,,,,,
0500000US36047,"Kings County, New York",2020,2576771,,0.428,0.313,0.003,0.119,0.001,0.089,0.047,0.017,0.03,,,,,,0,,,,,,
0500000US36049,"Lewis County, New York",2020,26456,,0.966,0.009,0.002,0.003,0,0.008,0.013,0.002,0.011,,,,,,0,,,,,,
0500000US36051,"Livingston County, New York",2020,63218,,0.919,0.029,0.003,0.011,0.001,0.012,0.025,0.008,0.016,,,,,,0,,,,,,
0500000US36053,"Madison County, New York",2020,70990,,0.935,0.016,0.006,0.009,0.001,0.006,0.027,0.012,0.015,,,,,,0,,,,,,
0500000US36055,"Monroe County, New York",2020,743084,,0.747,0.151,0.003,0.037,0.001,0.021,0.041,0.011,0.03,,,,,,0,,,,,,
0500000US36057,"Montgomery County, New York",2020,49294,,0.865,0.028,0.002,0.007,0,0.06,0.038,0.022,0.016,,,,,,0,,,,,,
0500000US36059,"Nassau County, New York",2020,1355683,,0.663,0.116,0.003,0.103,0,0.071,0.044,0.021,0.023,,,,,,0,,,,,,
0500000US36061,"New York County, New York",2020,1629153,,0.552,0.143,0.004,0.122,0,0.117,0.061,0.025,0.036,,,,,,0,,,,,,
0500000US36063,"Niagara County, New York",2020,210145,,0.865,0.068,0.009,0.009,0,0.011,0.037,0.007,0.029,,,,,,0,,,,,,
0500000US36065,"Oneida County, New York",2020,229074,,0.845,0.061,0.002,0.042,0,0.016,0.035,0.01,0.025,,,,,,0,,,,,,
0500000US36067,"Onondaga County, New York",2020,461591,,0.788,0.111,0.005,0.038,0,0.012,0.046,0.008,0.038,,,,,,0,,,,,,
0500000US36069,"Ontario County, New York",2020,109774,,0.92,0.024,0.003,0.013,0,0.015,0.025,0.007,0.018,,,,,,0,,,,,,
0500000US36071,"Orange County, New York",2020,382077,,0.725,0.109,0.004,0.029,0.001,0.077,0.055,0.024,0.031,,,,,,0,,,,,,
0500000US36073,"Orleans County, New York",2020,40624,,0.884,0.059,0.003,0.007,0,0.019,0.029,0.008,0.02,,,,,,0,,,,,,
0500000US36075,"Oswego County, New York",2020,117630,,0.949,0.013,0.001,0.007,0,0.005,0.025,0.006,0.019,,,,,,0,,,,,,
0500000US36077,"Otsego County, New York",2020,59593,,0.928,0.021,0.001,0.013,0.001,0.007,0.029,0.01,0.019,,,,,,0,,,,,,
0500000US36079,"Putnam County, New York",2020,98714,,0.85,0.034,0.003,0.021,0,0.061,0.031,0.014,0.017,,,,,,0,,,,,,
0500000US36081,"Queens County, New York",2020,2270976,,0.359,0.181,0.005,0.259,0.001,0.137,0.059,0.034,0.025,,,,,,0,,,,,,
0500000US36083,"Rensselaer County, New York",2020,159013,,0.85,0.063,0.001,0.027,0,0.013,0.045,0.007,0.038,,,,,,0,,,,,,
0500000US36085,"Richmond County, New York",2020,475596,,0.716,0.102,0.002,0.1,0,0.039,0.04,0.019,0.022,,,,,,0,,,,,,
0500000US36087,"Rockland County, New York",2020,325213,,0.699,0.121,0.002,0.06,0,0.08,0.038,0.019,0.019,,,,,,0,,,,,,
0500000US36089,"St. Lawrence County, New York",2020,108352,,0.926,0.026,0.007,0.01,0,0.009,0.022,0.006,0.016,,,,,,0,,,,,,
0500000US36091,"Saratoga County, New York",2020,229313,,0.921,0.017,0.002,0.029,0,0.005,0.026,0.006,0.019,,,,,,0,,,,,,
0500000US36093,"Schenectady County, New York",2020,155086,,0.754,0.102,0.003,0.046,0,0.034,0.06,0.017,0.043,,,,,,0,,,,,,
0500000US36095,"Schoharie County, New York",2020,31189,,0.939,0.017,0.002,0.01,0,0.009,0.024,0.012,0.011,,,,,,0,,,,,,
0500000US36097,"Schuyler County, New York",2020,17845,,0.964,0.008,0.001,0.007,0,0.003,0.016,0.001,0.015,,,,,,0,,,,,,
0500000US36099,"Seneca County, New York",2020,34295,,0.904,0.052,0.004,0.008,0,0.008,0.024,0.008,0.016,,,,,,0,,,,,,
0500000US36101,"Steuben County, New York",2020,95843,,0.94,0.017,0.001,0.016,0,0.007,0.02,0.003,0.017,,,,,,0,,,,,,
0500000US36103,"Suffolk County, New York",2020,1481364,,0.784,0.077,0.003,0.041,0,0.053,0.042,0.023,0.019,,,,,,0,,,,,,
0500000US36105,"Sullivan County, New York",2020,75329,,0.783,0.082,0.002,0.017,0,0.061,0.055,0.018,0.037,,,,,,0,,,,,,
0500000US36107,"Tioga County, New York",2020,48431,,0.958,0.009,0.002,0.009,0,0.006,0.017,0.004,0.014,,,,,,0,,,,,,
0500000US36109,"Tompkins County, New York",2020,102237,,0.796,0.041,0.001,0.094,0,0.018,0.049,0.005,0.044,,,,,,0,,,,,,
0500000US36111,"Ulster County, New York",2020,178371,,0.819,0.061,0.002,0.018,0,0.032,0.068,0.031,0.036,,,,,,0,,,,,,
0500000US36113,"Warren County, New York",2020,64187,,0.955,0.011,0.002,0.009,0,0.004,0.02,0.004,0.016,,,,,,0,,,,,,
0500000US36115,"Washington County, New York",2020,61304,,0.926,0.03,0.003,0.006,0,0.008,0.026,0.011,0.015,,,,,,0,,,,,,
0500000US36117,"Wayne County, New York",2020,90103,,0.917,0.025,0.001,0.009,0,0.012,0.037,0.012,0.025,,,,,,0,,,,,,
0500000US36119,"Westchester County, New York",2020,968738,,0.618,0.148,0.004,0.061,0,0.117,0.052,0.028,0.024,,,,,,0,,,,,,
0500000US36121,"Wyoming County, New York",2020,40027,,0.911,0.047,0.003,0.005,0,0.016,0.018,0.004,0.015,,,,,,0,,,,,,
0500000US36123,"Yates County, New York",2020,24981,,0.96,0.01,0.001,0.007,0,0.008,0.014,0.003,0.011,,,,,,0,,,,,,
0500000US37001,"Alamance County, North Carolina",2020,166144,,0.689,0.198,0.004,0.016,0,0.061,0.032,0.01,0.022,,,,,,0,,,,,,
0500000US37003,"Alexander County, North Carolina",2020,37271,,0.877,0.052,0.009,0.011,0,0.032,0.02,0.001,0.02,,,,,,0,,,,,,
0500000US37005,"Alleghany County, North Carolina",2020,11085,,0.95,0.017,0.005,0.004,0,0.003,0.022,0.012,0.01,,,,,,0,,,,,,
0500000US37007,"Anson County, North Carolina",2020,24430,,0.472,0.491,0.004,0.013,0.001,0.003,0.016,0.001,0.014,,,,,,0,,,,,,
0500000US37009,"Ashe County, North Carolina",2020,27009,,0.959,0.007,0.003,0.006,0.001,0.006,0.019,0.01,0.009,,,,,,0,,,,,,
0500000US37011,"Avery County, North Carolina",2020,17510,,0.919,0.044,0.011,0.004,0,0.01,0.011,0.003,0.008,,,,,,0,,,,,,
0500000US37013,"Beaufort County, North Carolina",2020,47160,,0.711,0.246,0.001,0.001,0,0.011,0.029,0.011,0.019,,,,,,0,,,,,,
0500000US37015,"Bertie County, North Carolina",2020,19081,,0.348,0.619,0.004,0.007,0,0.006,0.017,0.005,0.012,,,,,,0,,,,,,
0500000US37017,"Bladen County, North Carolina",2020,33209,,0.579,0.347,0.026,0.002,0,0.04,0.006,0.001,0.005,,,,,,0,,,,,,
