geoid,cntyfp,tractfp,name,year,total_population,population_density,polling_locations_total,percentage_race_black_african_american
1400000US45019003113,45019,45019003113,"Census Tract 31.13, Charleston County, South Carolina",2014,2676,1072,1,0.412
1400000US45019003113,45019,45019003113,"Census Tract 31.13, Charleston County, South Carolina",2016,3175,1272,1,0.376
1400000US45019003113,45019,45019003113,"Census Tract 31.13, Charleston County, South Carolina",2018,3615,1448,1,0.349
1400000US45019003113,45019,45019003113,"Census Tract 31.13, Charleston County, South Carolina",2020,3920,1570,1,0.433
1400000US45019003114,45019,45019003114,"Census Tract 31.14, Charleston County, South Carolina",2012,7365,3386,1,0.238
1400000US45019003114,45019,45019003114,"Census Tract 31.14, Charleston County, South Carolina",2014,7899,3632,1,0.324
1400000US45019003114,45019,45019003114,"Census Tract 31.14, Charleston County, South Carolina",2016,8607,3957,1,0.354
1400000US45019003114,45019,45019003114,"Census Tract 31.14, Charleston County, South Carolina",2018,8887,4086,1,0.354
1400000US45019003115,45019,45019003115,"Census Tract 31.15, Charleston County, South Carolina",2012,6617,1461,0,0.395
1400000US45019003115,45019,45019003115,"Census Tract 31.15, Charleston County, South Carolina",2014,7727,1706,0,0.426
1400000US45019003115,45019,45019003115,"Census Tract 31.15, Charleston County, South Carolina",2016,8412,1857,0,0.423
1400000US45019003115,45019,45019003115,"Census Tract 31.15, Charleston County, South Carolina",2018,8789,1940,0,0.459
1400000US45019003115,45019,45019003115,"Census Tract 31.15, Charleston County, South Carolina",2020,8562,1891,0,0.412
1400000US45019003116,45019,45019003116,"Census Tract 31.16, Charleston County, South Carolina",2020,4361,3315,1,0.287
1400000US45019003117,45019,45019003117,"Census Tract 31.17, Charleston County, South Carolina",2020,4323,5031,1,0.212
1400000US45019003200,45019,45019003200,"Census Tract 32, Charleston County, South Carolina",2012,836,166,0,0.156
1400000US45019003200,45019,45019003200,"Census Tract 32, Charleston County, South Carolina",2014,833,166,0,0.204
1400000US45019003200,45019,45019003200,"Census Tract 32, Charleston County, South Carolina",2016,1146,233,0,0.165
1400000US45019003200,45019,45019003200,"Census Tract 32, Charleston County, South Carolina",2018,1609,327,0,0.165
1400000US45019003200,45019,45019003200,"Census Tract 32, Charleston County, South Carolina",2020,1867,378,0,0.136
1400000US45019003300,45019,45019003300,"Census Tract 33, Charleston County, South Carolina",2012,4184,2258,2,0.653
1400000US45019003300,45019,45019003300,"Census Tract 33, Charleston County, South Carolina",2014,3946,2138,2,0.638
1400000US45019003300,45019,45019003300,"Census Tract 33, Charleston County, South Carolina",2016,3886,2105,2,0.636
1400000US45019003300,45019,45019003300,"Census Tract 33, Charleston County, South Carolina",2018,4262,2310,2,0.658
1400000US45019003300,45019,45019003300,"Census Tract 33, Charleston County, South Carolina",2020,4338,2324,2,0.729
1400000US45019003400,45019,45019003400,"Census Tract 34, Charleston County, South Carolina",2012,4488,1592,1,0.582
1400000US45019003400,45019,45019003400,"Census Tract 34, Charleston County, South Carolina",2014,4574,1623,1,0.578
1400000US45019003400,45019,45019003400,"Census Tract 34, Charleston County, South Carolina",2016,4414,1566,1,0.564
1400000US45019003400,45019,45019003400,"Census Tract 34, Charleston County, South Carolina",2018,4664,1655,1,0.571
1400000US45019003400,45019,45019003400,"Census Tract 34, Charleston County, South Carolina",2020,5109,1813,1,0.455
1400000US45019003500,45019,45019003500,"Census Tract 35, Charleston County, South Carolina",2012,2646,2552,1,0.168
1400000US45019003500,45019,45019003500,"Census Tract 35, Charleston County, South Carolina",2014,2511,2422,1,0.158
1400000US45019003500,45019,45019003500,"Census Tract 35, Charleston County, South Carolina",2016,2826,2726,1,0.062
1400000US45019003500,45019,45019003500,"Census Tract 35, Charleston County, South Carolina",2018,2985,2879,1,0.085
1400000US45019003500,45019,45019003500,"Census Tract 35, Charleston County, South Carolina",2020,3069,2960,1,0.054
1400000US45019003600,45019,45019003600,"Census Tract 36, Charleston County, South Carolina",2012,2561,3821,3,0.338
1400000US45019003600,45019,45019003600,"Census Tract 36, Charleston County, South Carolina",2014,2424,3616,3,0.359
1400000US45019003600,45019,45019003600,"Census Tract 36, Charleston County, South Carolina",2016,2369,3534,3,0.338
1400000US45019003600,45019,45019003600,"Census Tract 36, Charleston County, South Carolina",2018,2460,3639,3,0.318
1400000US45019003600,45019,45019003600,"Census Tract 36, Charleston County, South Carolina",2020,3018,4437,3,0.082
1400000US45019003700,45019,45019003700,"Census Tract 37, Charleston County, South Carolina",2012,2795,2678,1,0.782
1400000US45019003700,45019,45019003700,"Census Tract 37, Charleston County, South Carolina",2014,3096,2967,1,0.772
1400000US45019003700,45019,45019003700,"Census Tract 37, Charleston County, South Carolina",2016,3499,3353,1,0.826
1400000US45019003700,45019,45019003700,"Census Tract 37, Charleston County, South Carolina",2018,3550,3419,1,0.817
1400000US45019003700,45019,45019003700,"Census Tract 37, Charleston County, South Carolina",2020,3604,3782,1,0.794
1400000US45019003800,45019,45019003800,"Census Tract 38, Charleston County, South Carolina",2012,3418,3611,1,0.814
1400000US45019003800,45019,45019003800,"Census Tract 38, Charleston County, South Carolina",2014,3346,3535,1,0.839
1400000US45019003800,45019,45019003800,"Census Tract 38, Charleston County, South Carolina",2016,3301,3487,1,0.803
1400000US45019003800,45019,45019003800,"Census Tract 38, Charleston County, South Carolina",2018,3719,3930,1,0.822
1400000US45019003800,45019,45019003800,"Census Tract 38, Charleston County, South Carolina",2020,3836,3699,1,0.833
1400000US45019003900,45019,45019003900,"Census Tract 39, Charleston County, South Carolina",2012,5258,1611,2,0.52
1400000US45019003900,45019,45019003900,"Census Tract 39, Charleston County, South Carolina",2014,5612,1719,2,0.569
1400000US45019003900,45019,45019003900,"Census Tract 39, Charleston County, South Carolina",2016,5662,1734,2,0.575
1400000US45019003900,45019,45019003900,"Census Tract 39, Charleston County, South Carolina",2018,5409,1657,2,0.543
1400000US45019003900,45019,45019003900,"Census Tract 39, Charleston County, South Carolina",2020,4818,1476,2,0.54
1400000US45019004000,45019,45019004000,"Census Tract 40, Charleston County, South Carolina",2012,2642,4219,0,0.894
1400000US45019004000,45019,45019004000,"Census Tract 40, Charleston County, South Carolina",2014,2634,4206,0,0.864
1400000US45019004000,45019,45019004000,"Census Tract 40, Charleston County, South Carolina",2016,2696,4305,0,0.871
1400000US45019004000,45019,45019004000,"Census Tract 40, Charleston County, South Carolina",2018,2830,4519,0,0.893
1400000US45019004000,45019,45019004000,"Census Tract 40, Charleston County, South Carolina",2020,3084,4879,0,0.863
1400000US45019004300,45019,45019004300,"Census Tract 43, Charleston County, South Carolina",2012,2831,3925,1,0.95
1400000US45019004300,45019,45019004300,"Census Tract 43, Charleston County, South Carolina",2014,2505,3473,1,0.879
1400000US45019004300,45019,45019004300,"Census Tract 43, Charleston County, South Carolina",2016,2623,3637,1,0.817
1400000US45019004300,45019,45019004300,"Census Tract 43, Charleston County, South Carolina",2018,2673,3706,1,0.884
1400000US45019004300,45019,45019004300,"Census Tract 43, Charleston County, South Carolina",2020,2651,4085,1,0.863
1400000US45019004400,45019,45019004400,"Census Tract 44, Charleston County, South Carolina",2012,2219,1183,3,0.831
1400000US45019004400,45019,45019004400,"Census Tract 44, Charleston County, South Carolina",2014,2380,1268,3,0.855
1400000US45019004400,45019,45019004400,"Census Tract 44, Charleston County, South Carolina",2016,2580,1375,3,0.814
1400000US45019004400,45019,45019004400,"Census Tract 44, Charleston County, South Carolina",2018,2433,1296,3,0.792
1400000US45019004400,45019,45019004400,"Census Tract 44, Charleston County, South Carolina",2020,2276,1123,3,0.716
1400000US45019004606,45019,45019004606,"Census Tract 46.06, Charleston County, South Carolina",2012,8577,2075,4,0.132
1400000US45019004606,45019,45019004606,"Census Tract 46.06, Charleston County, South Carolina",2014,8931,2161,4,0.122
1400000US45019004606,45019,45019004606,"Census Tract 46.06, Charleston County, South Carolina",2016,9208,2228,4,0.118
1400000US45019004606,45019,45019004606,"Census Tract 46.06, Charleston County, South Carolina",2018,10156,2456,4,0.083
1400000US45019004607,45019,45019004607,"Census Tract 46.07, Charleston County, South Carolina",2012,5801,2159,1,0.02
1400000US45019004607,45019,45019004607,"Census Tract 46.07, Charleston County, South Carolina",2014,5895,2194,1,0.017
1400000US45019004607,45019,45019004607,"Census Tract 46.07, Charleston County, South Carolina",2016,5531,2059,1,0.017
1400000US45019004607,45019,45019004607,"Census Tract 46.07, Charleston County, South Carolina",2018,5621,2094,1,0.013
1400000US45019004607,45019,45019004607,"Census Tract 46.07, Charleston County, South Carolina",2020,6109,2276,1,0.019
1400000US45019004608,45019,45019004608,"Census Tract 46.08, Charleston County, South Carolina",2012,19995,857,6,0.036
1400000US45019004608,45019,45019004608,"Census Tract 46.08, Charleston County, South Carolina",2014,21887,938,6,0.042
1400000US45019004608,45019,45019004608,"Census Tract 46.08, Charleston County, South Carolina",2016,24359,1044,6,0.042
1400000US45019004608,45019,45019004608,"Census Tract 46.08, Charleston County, South Carolina",2018,27919,1196,6,0.045
1400000US45019004609,45019,45019004609,"Census Tract 46.09, Charleston County, South Carolina",2012,6180,717,1,0.24
1400000US45019004609,45019,45019004609,"Census Tract 46.09, Charleston County, South Carolina",2014,6959,808,1,0.24
1400000US45019004609,45019,45019004609,"Census Tract 46.09, Charleston County, South Carolina",2016,7287,846,1,0.196
1400000US45019004609,45019,45019004609,"Census Tract 46.09, Charleston County, South Carolina",2018,7609,883,1,0.17
1400000US45019004609,45019,45019004609,"Census Tract 46.09, Charleston County, South Carolina",2020,9012,1046,1,0.188
1400000US45019004610,45019,45019004610,"Census Tract 46.10, Charleston County, South Carolina",2012,2776,399,1,0.264
1400000US45019004610,45019,45019004610,"Census Tract 46.10, Charleston County, South Carolina",2014,2896,416,1,0.17
1400000US45019004610,45019,45019004610,"Census Tract 46.10, Charleston County, South Carolina",2016,3081,443,1,0.264
1400000US45019004610,45019,45019004610,"Census Tract 46.10, Charleston County, South Carolina",2018,3876,557,1,0.144
1400000US45019004610,45019,45019004610,"Census Tract 46.10, Charleston County, South Carolina",2020,4397,632,1,0.073
1400000US45019004611,45019,45019004611,"Census Tract 46.11, Charleston County, South Carolina",2012,8461,1001,2,0.073
1400000US45019004611,45019,45019004611,"Census Tract 46.11, Charleston County, South Carolina",2014,8521,1008,2,0.054
1400000US45019004611,45019,45019004611,"Census Tract 46.11, Charleston County, South Carolina",2016,8716,1031,2,0.052
1400000US45019004611,45019,45019004611,"Census Tract 46.11, Charleston County, South Carolina",2018,9496,1122,2,0.07
1400000US45019004612,45019,45019004612,"Census Tract 46.12, Charleston County, South Carolina",2012,6203,2631,1,0.025
1400000US45019004612,45019,45019004612,"Census Tract 46.12, Charleston County, South Carolina",2014,6744,2860,1,0.004
1400000US45019004612,45019,45019004612,"Census Tract 46.12, Charleston County, South Carolina",2016,7273,3085,1,0.041
1400000US45019004612,45019,45019004612,"Census Tract 46.12, Charleston County, South Carolina",2018,7281,3088,1,0.075
1400000US45019004612,45019,45019004612,"Census Tract 46.12, Charleston County, South Carolina",2020,8024,3382,1,0.032
1400000US45019004613,45019,45019004613,"Census Tract 46.13, Charleston County, South Carolina",2012,1682,1012,0,0
1400000US45019004613,45019,45019004613,"Census Tract 46.13, Charleston County, South Carolina",2014,1674,1007,0,0
1400000US45019004613,45019,45019004613,"Census Tract 46.13, Charleston County, South Carolina",2016,1671,1005,0,0.027
1400000US45019004613,45019,45019004613,"Census Tract 46.13, Charleston County, South Carolina",2018,1744,1049,0,0.061
1400000US45019004613,45019,45019004613,"Census Tract 46.13, Charleston County, South Carolina",2020,1785,1074,0,0.053
1400000US45019004614,45019,45019004614,"Census Tract 46.14, Charleston County, South Carolina",2012,7169,1072,2,0.146
1400000US45019004614,45019,45019004614,"Census Tract 46.14, Charleston County, South Carolina",2014,7000,1047,2,0.146
1400000US45019004614,45019,45019004614,"Census Tract 46.14, Charleston County, South Carolina",2016,7327,1096,2,0.122
1400000US45019004614,45019,45019004614,"Census Tract 46.14, Charleston County, South Carolina",2018,8102,1212,2,0.097
1400000US45019004614,45019,45019004614,"Census Tract 46.14, Charleston County, South Carolina",2020,7354,1100,2,0.065
1400000US45019004615,45019,45019004615,"Census Tract 46.15, Charleston County, South Carolina",2020,5327,1302,0,0
1400000US45019004616,45019,45019004616,"Census Tract 46.16, Charleston County, South Carolina",2020,9892,1911,1,0.157
1400000US45019004617,45019,45019004617,"Census Tract 46.17, Charleston County, South Carolina",2020,8776,1034,1,0.046
1400000US45019004618,45019,45019004618,"Census Tract 46.18, Charleston County, South Carolina",2020,6349,1138,4,0.095
1400000US45019004619,45019,45019004619,"Census Tract 46.19, Charleston County, South Carolina",2020,4772,2321,0,0.076
1400000US45019004620,45019,45019004620,"Census Tract 46.20, Charleston County, South Carolina",2020,5147,803,1,0.035
1400000US45019004621,45019,45019004621,"Census Tract 46.21, Charleston County, South Carolina",2020,6234,2591,1,0.078
1400000US45019004622,45019,45019004622,"Census Tract 46.22, Charleston County, South Carolina",2020,5182,2996,2,0.09
1400000US45019004701,45019,45019004701,"Census Tract 47.01, Charleston County, South Carolina",2012,4858,2223,2,0.067
1400000US45019004701,45019,45019004701,"Census Tract 47.01, Charleston County, South Carolina",2014,5431,2486,2,0.075
1400000US45019004701,45019,45019004701,"Census Tract 47.01, Charleston County, South Carolina",2016,6220,2847,2,0.154
1400000US45019004701,45019,45019004701,"Census Tract 47.01, Charleston County, South Carolina",2018,6396,2926,2,0.137
1400000US45019004701,45019,45019004701,"Census Tract 47.01, Charleston County, South Carolina",2020,6206,2839,2,0.106
1400000US45019004702,45019,45019004702,"Census Tract 47.02, Charleston County, South Carolina",2012,1891,2257,1,0.107
1400000US45019004702,45019,45019004702,"Census Tract 47.02, Charleston County, South Carolina",2014,2145,2560,1,0.117
1400000US45019004702,45019,45019004702,"Census Tract 47.02, Charleston County, South Carolina",2016,2626,3134,1,0.038
1400000US45019004702,45019,45019004702,"Census Tract 47.02, Charleston County, South Carolina",2018,2583,3083,1,0.027
1400000US45019004702,45019,45019004702,"Census Tract 47.02, Charleston County, South Carolina",2020,2306,2752,1,0.03
